PhraseId,Phrase,Sentiment
81346,-LRB- Breheny 's -RRB- lensing of the New Zealand and Cook Island locations captures both the beauty of the land and the people .,4
81370,"The movie certainly has its share of clever moments and biting dialogue , but there 's just not much lurking below its abstract surface .",2
81391,Strangely comes off as a kingdom more mild than wild .,3
81401,In a word : No. .,2
81404,An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .,2
81421,"Dog Soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .",3
81442,Like the best 60 Minutes,4
81453,This is an exercise not in biography but in hero worship .,1
81465,"It 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old Ferris Bueller .",4
81485,The entire movie is filled with deja vu moments .,2
81494,"As a science fiction movie , `` Minority Report '' astounds .",4
81505,"Broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",3
81540,"Right now , they 're merely signposts marking the slow , lingering death of imagination .",1
81554,Director Peter Kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .,3
81573,"Despite bearing the Paramount imprint , it 's a bargain-basement European pickup .",0
81589,"All in all , Brown Sugar is a satisfying well-made romantic comedy that 's both charming and well acted .",4
81605,"Stitch is a bad mannered , ugly and destructive little \*\*\*\* .",0
81617,It 's about time .,2
81621,"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .",4
81638,"The animation merely serves up a predictable , maudlin story that swipes heavily from Bambi and The Lion King , yet lacks the emotional resonance of either of those movies .",2
81663,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,0
81675,Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .,1
81698,"If you already like this sort of thing , this is that sort of thing all over again .",2
81712,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",0
81733,"The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much .",2
81766,A hidden-agenda drama that shouts classic French nuance .,2
81776,"It is a challenging film , if not always a narratively cohesive one .",2
81789,And how .,2
81791,"Halfway through , however , having sucked dry the undead action flick formula , Blade II mutates into a gross-out monster movie with effects that are more silly than scary .",1
81820,That frenetic spectacle -LRB- on the TV show -RRB- has usually been leavened by a charm that 's conspicuously missing from the Girls ' big-screen blowout .,1
81848,"Many of the effective horror elements are dampened through familiarity , -LRB- yet -RRB- are worthwhile .",2
81863,"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors .",3
81887,"-LRB- Sports -RRB- admirable energy , full-bodied characterizations and narrative urgency .",3
81898,Even when Crush departs from the 4W formula ... it feels like a glossy rehash .,1
81914,"By the end , you just do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance .",2
81936,"What sets it apart is the vision that Taymor , the avant garde director of Broadway 's The Lion King and the film Titus , brings .",3
81963,It 's easy to love Robin Tunney -- she 's pretty and she can act -- but it gets harder and harder to understand her choices .,1
81989,"A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there .",1
82011,"Talky , artificial and opaque ... an interesting technical exercise , but a tedious picture .",0
82026,"What enlivens this film , beyond the astute direction of Cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",3
82055,"Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken .",4
82072,Meandering and confusing .,1
82075,`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,3
82102,To the degree that ivans xtc .,2
82110,"Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable .",2
82127,Matches neorealism 's impact by showing the humanity of a war-torn land filled with people who just want to live their lives .,2
82149,"The performances are amiable and committed , and the comedy more often than not hits the bullseye .",3
82164,"A rich tale of our times , very well told with an appropriate minimum of means .",3
82179,"Bread , My Sweet has so many flaws it would be easy for critics to shred it .",0
82195,"While Bollywood\/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those -LRB- like me -RRB- who are n't .",3
82225,You could put it on a coffee table anywhere .,2
82234,"At 90 minutes this movie is short , but it feels much longer .",1
82243,Translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be Ya-Ya .,3
82269,"If only it were , well , funnier .",1
82276,"No , I love it ... hell , I dunno .",3
82286,"It 's an exhilarating place to visit , this laboratory of laughter .",4
82298,"One of the best films I have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .",3
82325,Like these Russo guys lookin ' for their Mamet instead found their Sturges .,2
82339,Culkin turns his character into what is basically an anti-Harry Potter -- right down to the Gryffindor scarf .,2
82359,Family fare .,3
82361,Beware the quirky Brit-com .,1
82366,"But the cinematography is cloudy , the picture making becalmed .",1
